story_id,tweet_count,retweet_count,reply_count,total_engagement
story_reviews_01642,0,0,0,0
story_reviews_01643,238,16,0,254
story_reviews_01644,316,25,0,341
story_reviews_01645,114,8,0,122
story_reviews_01646,206,13,0,219
story_reviews_01647,64,2,0,66
story_reviews_01648,83,2,0,85
story_reviews_01649,53,1,0,54
story_reviews_01650,41,1,0,42
story_reviews_01651,17,0,0,17
story_reviews_01652,55,3,0,58
story_reviews_01653,59,3,0,62
story_reviews_01654,143,16,7,166
story_reviews_01655,27,3,0,30
story_reviews_01656,249,17,1,267
story_reviews_01657,309,11,0,320
story_reviews_01658,49,5,0,54
story_reviews_01659,33,1,0,34
story_reviews_01660,27,0,0,27
story_reviews_01661,309,3,0,312
story_reviews_01662,293,26,19,338
story_reviews_01663,17,2,0,19
story_reviews_01664,106,1,0,107
story_reviews_01665,18,0,0,18
story_reviews_01666,659,97,25,781
story_reviews_01667,80,4,0,84
story_reviews_01668,85,2,0,87
story_reviews_01669,78,1,0,79
story_reviews_01670,123,20,1,144
story_reviews_01671,48,2,0,50
story_reviews_01672,139,9,0,148
story_reviews_01673,39,0,0,39
story_reviews_01674,23,0,0,23
story_reviews_01675,47,0,0,47
story_reviews_01676,3623,1611,3420,8654
story_reviews_01677,10,4,0,14
story_reviews_01678,123,16,2,141
story_reviews_01679,59,0,0,59
story_reviews_01680,88,0,0,88
story_reviews_01681,71,10,0,81
story_reviews_01682,27,2,0,29
story_reviews_01683,123,2,0,125
story_reviews_01684,81,5,0,86
story_reviews_01685,41,2,0,43
story_reviews_01686,33,0,0,33
story_reviews_01687,45,1,0,46
story_reviews_01688,58,5,0,63
story_reviews_01689,61,0,0,61
story_reviews_01690,178,14,0,192
story_reviews_01691,5050,6008,4183,15241
story_reviews_01692,105,11,0,116
story_reviews_01693,98,5,0,103
story_reviews_01694,105,11,0,116
story_reviews_01695,96,0,0,96
story_reviews_01697,55,1,0,56
story_reviews_01698,139,14,0,153
story_reviews_01699,193,4,0,197
