story_id,text,label,tweet_count,retweet_count,reply_count,total_engagement
story_reviews_00757,"For Early Cancer, Lumpectomy Beats Mastectomy for Survival: Study

After all of the research about lumpectomy & radiation versus mastectomy, what made this study new and significant? This story should have done a better job of explaining what made this a “more real-world study.”

Strong point: The Independent expert perspectives added to the story.
Weaker points:  Harms not discussed.  Benefits not adequately quantified.  The true novelty of the study was not adequately explained. And why was there no mention of adjuvant chemotherapy or hormone therapy?",fake,116,9,0,125
story_reviews_00758,"Vanda sleep drug effective in second late-stage trial

A 275-word story that apparently came directly from a drug company news release. It leaves the reader with no new and meaningful information about the drug or disorder it targets.

While this apparently was written as a business story, it’s not clearly labeled that way when we found it online – and that’s the way most consumers would find it.  In fact, the Chicago Tribune picked up the Reuters wire story and ran it on its HEALTH page.  In that context, the story simply doesn’t provide readers the kind of information they need to be able to judge whether this drug was “effective” in the latest trial or not.
This is the kind of health care news story that simply contributes to the cacophony in the daily drumbeat of health news.
It doesn’t help anyone so much as the drug company.",fake,184,0,1,185
story_reviews_00759,"Drug Is Shown to Help Pancreatic Cancer Cases

A business story that is just as meaningful to patients and their family members as it is to investors.

The only one of our 10 criteria that was not addressed was the potential harms of Abraxane.  Other than that, a very complete job of reporting.",real,104,13,2,119
story_reviews_00760,"FDA Approves 1st Skin Patch to Combat Migraines

In fewer than 500 words, this story managed to satisfactorily address 7 of our 10 criteria.

Strong points included the perspective of two independent experts. Weaker points:  incomplete discussion of costs, insufficient analysis of the evidence, and some questions bordering on disease-mongering.",real,48,2,0,50
story_reviews_00761,"The other incontinence

It is rare that we see a story include so much in one package:  educational background on the condition (fecal incontinence), interviews with 5 sources, some discussion of at least a half dozen treatment options.  Our critique includes a few bits of constructive criticism.

In a generally very complete story, we only wish that full costs and known harms of the options discussed had been reported.  It would have been pretty easy to include that information.",real,585,271,469,1325
story_reviews_00762,"Women With A Berry-Snacking Habit May Have Healthier Hearts

Best story out of the three reviewed on berries and heart attacks. NPR quotes an independent expert who talks about the study’s limitations – something that the

Even though it was better than the two competitors we also reviewed, the NPR story could have clarified a few points in its online version.
For example, although anthocyanin seems to be the likely component in reducing the risk for heart attacks, researchers are not completely sure, since the amount of anthocyanin cannot be measured. Researchers acknowledge that this protective effect may be due to another compound.
Also, the story doesn’t discuss harms, alternatives and costs – some of which may be understandable but not all of it. However, it does an excellent job in providing context for the study, quoting an independent source, and explaining that this study pointed to a statistical association, not cause-and-effect (although it could have stated the latter more clearly).",fake,270,87,6,363
story_reviews_00763,"Berries Linked to Lower Heart Disease Among Women

Better than

This story did a good job of explaining how researchers adjusted for different dietary and lifestyle variables among study participants.
However, many things are never discussed. There’s no mention of harms, costs, alternatives and study limitations. It does provide some minimal context on prior anthocyanin research.
The NPR story did a far better job explaining clearly: “It’s certainly not a perfect way to detect how certain foods may influence health, but it identifies important associations.”
This story’s quote – “Now a study published in the journal Circulation confirms and quantifies that benefit” – makes the research finding appear to be definitive. This is a troublingly misleading line.",fake,115,42,3,160
story_reviews_00764,"Berries May Cut Heart Attack Risk in Women, Study Says

The HealthDay story failed on many fronts – no mention of the study’s limitations, no mention of harms, and a touting of the benefits of berries without further discussion of the evidence. 2 stars here, 3 for

The main failures of the story are caution in interpreting observational studies and failure to consider alternative hypotheses, such as that potassium from the berries may have accounted for this finding.
The story never mentioned that such observational studies – based on people keeping a diary of habits and self-reporting – has innate limitations.  And they cannot prove cause and effect – only a statistical association.  These are significant omissions.  We offer a primer on this topic that would help journalists and the public. 
Another limitation that was not discussed in the article was that researchers think that a specific compound called anthocyanin may be responsible for any reduced risk for heart attack that might be at play. But the problem is that they’re not completely sure, since the amount of anthocyanin in the body cannot be measured. They acknowledge that another compound may be responsible.
Then, there were the things that were not mentioned in the story – no discussion of prior research, harms, study limitations and alternatives.",fake,58,5,2,65
story_reviews_00765,"IUD Might Ease Heavy Menstrual Bleeding, Study Suggests

This story reports a new study of an established treatment: the medicated IUD used not to prevent pregnancy, but to treat heavy menstrual bleeding. But the story falls short on several of our key criteria.

Researchers found that a hormone-containing IUD is more effective than usual medical treatments for heavy menstrual bleeding. While the study was sound, the way the findings are reported doesn’t provide the reader with a useful way of understanding how effective the treatment was.",fake,64,1,0,65
story_reviews_00766,"Experimental drug may help people with bipolar disorder

It would have been helpful if the story had pursued the question about out how long it typically takes a lab discovery of this nature to go to market as an available treatment (if it proves effective in humans). Instead, a mouse study that was inadequately explained was headlined as if the “drug may help people.”

We wish that the story had quantified some of the benefits and side effects and that it had brought in some outside perspectives, which might have toned down the comment about “at only twice the right dose (lithium) could kill a patient.”  Also, adverse effects aren’t the only reason patients stop lithium.  Many stop because they enjoy the mania and don’t like the so-called “neutral” mood (absence of a depressive or manic cycle).",fake,175,104,15,294
story_reviews_00767,"New Eye Test May Help Predict Risk of Glaucoma

The story promises information about a “new eye test” and “a new way of identifying people at risk of glaucoma years before vision loss happens.” But the test is never adequately described.  And the supposed benefits are not explained in a meaningful way.

Stories that include claims about new technologies need to be more rigorous than this one was.  Consumers don’t need a text book or a journal article.  But our 10 criteria can be addressed readily.  And if they were, consumers would be given far more of the information they need to make sense about new approaches and research studies.",fake,288,22,0,310
story_reviews_00768,"Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene

The star score doesn’t reflect the strong points about this piece. The story was told with an engaging and interesting style, and provided historical reflections on the science and on past journalism on the topic.  Still, we wish it had provided more evidence and more outside perspective.

This is a story about the early promise of gene therapy failing to translate into an array of new clinical treatments. In a way, the story mirrors the problems with gene therapy that it describes. It promises to be a powerful antidote to all the hype surrounding gene therapy. It provides some targeted information relevant to a subset of patients, but it ultimately does not deliver a very well rounded picture of the drug it describes, skipping over specific details about benefits, harms, availability and true novelty. We give NPR a lot of credit for taking on the topic at all and admire the economy of storytelling for such a complicated topic. At the same time, the story may have covered more ground in the same amount of time by including some independent voices and providing a few hard numbers to back up claims that the drug was “remarkable” and “stunning.”",fake,202,86,13,301
story_reviews_00769,"Energy Drinks Promise Edge, but Experts Say Proof Is Scant

We found no glaring problems with the reporting of this valid story, so it gets a top 5-star score.  But we question whether the subject matter warranted front-page attention in a 2,000-word article.

We’re not in the habit of criticizing news organizations for devoting too much space to stories that debunk dubious health claims. But with so many important health stories screaming for attention, we think it’s legitimate to question the Times’s investment of resources in this particular issue. Since there’s almost no human research on the health effects of energy drinks, the question of whether or not they work shouldn’t take very long to address. And we think there was room to discuss the serious health hazards that have been increasingly linked to these products in greater detail.
We’re not taking issue with the substance of the story, which was generally excellent as our score indicates. And we realize that there’s a counter-argument to be made about the significance of this coverage. (Because these drinks are so popular, and some people obviously perceive that they work, it’s an important public service to examine the claims more thoroughly.) We just think there were better, more consequential health stories to put on the front page of one of the nation’s leading newspapers.
Note: as discussed below in our review, Paul Raeburn at the Knight Science Journalism Tracker also had concerns about this story. His post is worth a read. Excerpt:
“In a story of this length, he and his editors could have done a more thorough job of reminding offline readers why these drinks have provoked concern.
The revelation that energy drinks don’t seem to do anything beyond delivering a caffeine jolt is not the kind of news that should earn a place on the front page. I doubt many readers will be surprised by this, and Meier can’t say much with certainty about the drinks because they haven’t been studied.
In my view, the story deserved about half the space it got. Meier’s editors might have done better to put this one on page B7, and the November story about deaths and injuries on page one. Maybe they were atoning today for underplaying the first piece.”",real,559,76,33,668
story_reviews_00770,"New test could help diagnose Alzheimer’s disease in live patients

This is one of the finest, most complete health care news stories we’ve reviewed in a long time.  The fact that its topic was a sensitive, confusing, controversial one adds to our appreciation of the journalism.

Please read our entire review.  Top to bottom, beginning to end, this story sparkled with the kind of context, clarity, and completeness rarely seen in health care journalism today.",real,82,19,0,101
story_reviews_00771,"Treating Kidneys With Radio Waves May Ease Tough-to-Control Hypertension

While the story gets a relatively high grade, it got unsatisfactory scores on 3 of our most important criteria:  costs, harms, and evidence.

At least  this story was better than the Toronto Star story, which led, “In what’s being described as a potential public health miracle….” and better than some recent Star Tribune stories on renal denervation.
But the flaws we point out are not difficult to address.",fake,54,13,0,67
story_reviews_00772,"Beet Juice Lowers Blood Pressure

This WebMD story never reported the main finding of the study, which is that beet juice had no effect on blood pressure in the study overall. The headline, “Beet Juice Lowers Blood Pressure,” is not supported by the published research paper.  The story only gets a  3-star score because of satisfactory grades on the easy criteria; it flunked all of the more vital criteria.  Don’t judge a story by its star score.  Read the entire review.

You would never know it from reading this story, but this was actually a negative study. Here is what the authors reported in the body of their paper under “Results”: “Overall, there was no significant difference in treatments for any parameter except day time pulse pressure (difference between systolic and diastolic pressures) of 1 mmHg higher on the placebo treatment.  There were no statistically significant differences between the juices in average day time or night time blood pressures or heart rate.”
The statistically significant reductions in blood pressure reported by the story were found only in men (a subgroup representing only half the participants whose results should be interpreted very cautiously), at a specific timepoint (6 hours after ingestion), and only after the authors adjusted their analysis for baseline differences between the beet juice and placebo groups. Experts differ about the appropriateness of such statistical tinkering in a randomized trial, another reason why this result should be viewed very carefully.
So the overall conclusion should have been that beet juice did not lower blood pressure (at least not a statistically significant degree), and that there were some interesting trends suggesting a possible benefit that needs confirmation in stronger studies.
The paper, as published, addressed some of these issues about subgroup analyses of men only at 6 hours after consumption in the Conclusion section (a result of poor editing on the part of the journal, which arguably should not have allowed it).  You need to read the whole paper to get the whole story.",fake,808,343,55,1206
story_reviews_00773,"New method allows better prostate cancer testing

This story promises that “better prostate cancer testing” may be right around the corner, even as the researchers and editorial writers warn of limitations and “significant hurdles.”

A test of merging MRI scans of a patient’s prostate with ultrasound-guided biopsies shows that in some cases the probes hit the target more often. But while this story paints a picture of a dramatic step forward, it fails to tell readers that four out of five core samples still came up empty and that the MRI technique failed to find any cancer in many men who were shown to have cancer using the standard biopsy procedure.
The story uses the phrase “watchful waiting” to describe men who have elevated PSA values, but negative biopsies.  The term actually applies to men with diagnosed cancers who are “watched” for signs of cancer progression–and then receive treatment only to relieve symptoms. The comment that a biopsy is the only way to look at “the tumor cells and decide how dangerous the cancer is” is confusing.  For men with an elevated PSA, the biopsy is the only way to determine whether they HAVE cancer.  For men with low-risk cancers who are undergoing active surveillance (such as the subjects in the study), the biopsy is a helpful test (along with PSA) to determine whether the cancer is becoming more dangerous.  The US Preventive Services Task Force advised against routine screening because they concluded that the net benefit (prostate cancer deaths prevented) was outweighed by the harms (overdiagnosis, treatment complications).
We do applaud the story for at least including some important context about fundamental doubts about the overall value of prostate cancer testing and treatment.",fake,28,4,0,32
story_reviews_00774,"In Girl’s Last Hope, Altered Immune Cells Beat Leukemia

This

The story was peppered with sensational descriptions (“amazing,” “phenomenal,” “fantastic,” etc. ) that attest to the electrifying possibilities of the new treatment, which involves infusing patients with a virus that will reprogram their immune systems to fight cancer. But there was no independent voice to deliver any sober admonishment about a treatment that’s only been tested on a dozen people.
This story would have been much stronger without the drama and with more cautionary information.  Without longer term follow up, we have no idea what the future holds for these patients.",real,1482,317,77,1876
story_reviews_00775,"University of Pennsylvania gene therapy shows promise in eradicating some blood cancers

Less sensational than the competing

Suggestions for improvement:",fake,60,17,3,80
story_reviews_00776,"Drug Shows Promise for Lupus Skin Conditions

This story about research on an experimental approach for lupus skin conditions raises more questions than answers regarding effectiveness.

A drug related to thalidomide (which is commonly used to treat lupus skin conditions), showed positive effects in a very small trial. But it may be too soon to start touting the benefits of the treatment without a more comprehensive clinical trial.  The story seemed more interested in highlighting thalidomide’s past than in explaining the very limited evidence for a new drug – the use of which may also be very limited.",fake,195,29,1,225
story_reviews_00777,"Experimental Antidepressant Appears Quick-Acting, Safe

This story does some things quite well, but still gets unsatisfactory scores on some of what we consider to be key criteria.

The story does a great job in highlighting a potential conflict of interest and also in cautioning that data presented at scientific meetings are typically considered preliminary until published in a peer-reviewed journal. However, the article should have provided more in-depth reporting on the limitations of the study.
Reporting on papers presented at scientific meetings is difficult, since results are preliminary and perhaps not all explicitly stated as in a peer-reviewed journal. That is why it is even more important that the story is accurate and clear, so that readers do not walk away with any false impressions or hopes regarding a new approach.",fake,52,4,0,56
story_reviews_00778,"Bigger Role Seen for Breast Cancer Drug

An excellent story, addressing most major points of extended tamoxifen breast cancer treatment research while incorporating clear, clean writing.  Better than the competing

Also longer than the competing AP and USA Today stories, coming in at more than 1,000 words – an increasingly rarer but appreciated treat in journalism these days.
The story makes a good point missing from the USA Today article – that many women who are premenopausal at the time of diagnosis may pass through menopause by the time they finish tamoxifen or experience early menopause as a result of chemotherapy.  This is an important point in trying to weigh how beneficial the extra treatment really is for premenopausal women.",real,93,3,2,98
story_reviews_00779,"Longer tamoxifen use cuts breast cancer deaths

Solid story, better than the competing

The USA Today story was actually a bit longer than the Associated Press story, so this was not a matter of word count limitations.  In the end, it was a matter of which words were used and how the space was allocated.  But the New York Times story was longest of the three – more than 1,000 words – and put that additional space to good use.",real,417,34,4,455
story_reviews_00780,"Long-term treatment cuts breast cancer deaths

Two women with breast cancer, trained in how to evaluate medical evidence, thought this story wasn’t as good as the

Among our reviewers’ biggest concerns about this story were:",fake,162,66,12,240
story_reviews_00781,"Is a Breath Test for Colon Cancer Possible?

An informative take on the value of a new breath test for detecting colon cancer. Better than the

This story addressed many of the issues that we like to see covered in discussion of experimental diagnostic tests. It explained that this test is not ready for prime time and probably won’t be any time soon. It emphasized that the results of a small study cannot tell us how the test will perform in the real world. It explained that there are already effective diagnostic tests for colon cancer that aren’t being optimally used. It included perspective from an expert who explained potential benefits and drawbacks of the new test. Overall, a very good report.",real,69,4,0,73
story_reviews_00782,"Breath Test May Detect Colon Cancer

This was another “electronic nose” story that didn’t pass the smell test.

The most glaring deficiency was the lack of any comparison between the research test and current colon cancer screening options. The story never mentions what those options are or what benefits/drawbacks the new test might have in relation to them.  And the very issue of screening for precancerous polyps vs detection of cancer was not addressed.",fake,289,27,8,324
story_reviews_00783,"Magnets zap blues for some with depression

An incomplete and overly optimistic story about a new and potentially useful treatment option. While it gets a 3-star score, it failed on our most important criteria.

This was a story originally published in The (Nashville) Tennessean newspaper and, for some reason, republished on the USA Today website. The story did not provide any semblance of balance in its reporting of the device.",fake,38,5,0,43
story_reviews_00784,"Experimental Insomnia Drug Shows Promise

This story did a lot of things admirably.  The use of independent experts was the most important factor in the story.

We thought the explanation of results was handled awkwardly.  But for the most part, this story addressed most of our criteria and deserves a four-star score.",real,49,8,0,57
story_reviews_00785,"Certain Arthritis Patients Fare Worse After Joint Replacement: Study

This short rewrite of a journal news release offers little of value to readers. This “story” tarnishes the reputations of other web sites that are re-posting it.

How high is higher and how low is low? Those are questions this story about joint replacement fails to address. The story is so vague it is hard to see how it is worth the time to read. Instead of referring to a “Study”, the headline should have used the term “News Release.” The potential harm of the lack of actual reporting is compounded by the fact that this “story” was re-posted by MedlinePlus, a product of the National Library of Medicine that should adhere to a much higher standard.",fake,72,1,0,73
story_reviews_00786,"Probiotics’ Benefits May Be More Than a Gut Feeling

An extensive and well-written overview of some of the health claims that are being made about probiotics. A few more specifics would have been helpful.

The story would have been improved by some effort to quantify the benefits that are attributed to probiotics. We also would like to have seen cost figures attached to some of the products that are mentioned. Overall, though, we were impressed by the story’s generally restrained tone and critical evaluation of the topic.",real,294,167,26,487
story_reviews_00787,"Nanoparticles Show Potential for Treating MS

Tallying up risks and benefits would have helped this otherwise informative story about nanotechnology.

Early research into using nanotechnology to treat multiple sclerosis in a mouse model is presented as just that: early research into a difficult-to-treat disease with some interesting results. If you are not paying close attention, though, you might assume that the research is closer to an effective treatment than it actually is. This is because the risks, benefits or even the number of mice treated in this study are never actually quantified. Nor are the risks associated with this type of treatment adequately addressed.",fake,275,38,1,314
story_reviews_00788,"New approach could treat MS, other autoimmune diseases

A little less excitement about the possibilities for treatments growing from this line of research would have made this story stronger.

There are subtle differences between this story and a competing story by WebMD about the same research study on nanotechnology treatments for multiple sclerosis. But the differences are important. While WebMD took a more cautious tone from the top, this story puts too much weight on this one mouse study, promising not only new treatments for multiple sclerosis but also for “a range of so-called autoimmune diseases, from type-1 diabetes to psoriasis, and perhaps even food allergies.”",fake,205,82,17,304
story_reviews_00789,"Meditation Might Cut Risk of Heart Attack, Stroke in Blacks

Thanks largely to the inclusion of an independent perspective, this HealthDay piece was much stronger than its counterpart from

Though neither story picked up on the troubled history of this study (addressed here and here and in our review of the competing story from from TIME), HealthDay at least featured a reality check on the evidence high up in the story. Citing an independent expert, it called the study “too limited in size and scope to allow conclusions as to whether meditation really reduces risk of death or disease” — an assessment with which we concur. There was also a better framing of the statistics, and more information on costs and availability than TIME was able to provide.",real,107,16,1,124
story_reviews_00790,"Strongest Study Yet Shows Meditation Can Lower Risk of Heart Attack and Stroke

This TIME.com story suggests that this study will win over skeptics with the strength of its evidence. Perhaps it should have asked some skeptics whether they were, in fact, convinced.  The competing

Leaving aside the question of why the study being reported on was mysteriously withdrawn and then resubmitted to a different journal a year later with no explanation (an issue discussed in more detail below), this story still didn’t meet our standard for quality health journalism in most respects. It didn’t discuss costs, provided only relative (not absolute) risk reductions, and didn’t accurately describe the ramifications of certain statistical adjustments made by the authors.* Most important, it didn’t seek the opinion of an independent expert who could have shed some light on these issues, and who might just have tipped TIME off to the study’s mysterious and relevant backstory.
 
* A review of the source document reveals more about the – let’s call them – interesting statistical methods.  The unadjusted primary outcome showed no difference between the two groups (hazard ration 0.62 (0.37-1.12).  With a bit of adjusting for age, sex, and lipid lowering medications, they got the hazard ratio to 0.52 (0.29-0.92).  Including education and level of depression, they further dropped the hazard ratio.  Interestingly, we are not told how many of the subject in either group have diabetes.  Also they did not look at the effect of smoking on the primary outcome despite what the story indicates.  They looked at changes over time in smoking only and not as it related to the primary outcome.  A pointy headed argument? Or a big oversight?  Ignoring smoking and presence of diabetes seems like a great gaping hole in the analysis.",fake,209,53,6,268
story_reviews_00791,"Drug Slows Knee Osteoarthritis Progression

Reporting on relative risks and surrogate endpoints, this story framed the benefits a bit too optimistically.

The story uses phrases like “significantly lower risk” and “substantially higher” scores to describe the benefits conferred by an experimental drug for knee osteoarthritis. However, it doesn’t back up these descriptions with numbers. We think that’s a problem, because we don’t always see eye to eye with researchers as to what these terms actually mean. To avoid any confusion, we insist that health journalists make some attempt to quantify benefits in absolute terms. That way, readers can decide for themselves whether the benefits are “significant” or “substantial.”",fake,214,1,1,216
story_reviews_00792,"Centuries-Old Art of Cupping May Bring Some Pain Relief

Here is another story on an alternative treatment that is not backed up by hard data.

The article uses hyped-up language, such as “significantly reduced” and “significantly relieved,” without citing any numbers to back these claims up. There is little discussion on how benefits were measured or on the limitations of these trials. The story is yet another example of the importance of critical analysis, so that readers can walk away with a more balanced view of cupping therapy.
This story gives a sense of mounting evidence of efficacy of a truly fringe treatment.",fake,175,62,11,248
story_reviews_00793,"Infusing Good Cholesterol May Help Unclog Arteries

This is an example of medical conference reporting that does not educate readers to any significant degree.

The story uses numbers willy-nilly without context or clarification.  But because the numbers are big (164%…doubled), they may imply significance – significance that the story never determines.
This story exemplifies how easy it is to simply get it wrong when reporting on study results presented at annual meetings.  The story is incomplete, over emphasizes surrogate endpoints and over-interprets their implications.",fake,32,4,0,36
story_reviews_00794,"Amgen experimental drug lowers cholesterol in mid-stage trial

This story is useful to insiders only. Much like

The biggest strike against this report of a test of a new type of drug to lower LDL “bad” cholesterol is that it fails to make clear that simply lowering LDL does not always prevent adverse health outcomes (heart attacks, strokes). While the story does point out that this test included only people with a rare genetic mutation, many readers might still miss the point that the results may not mean anything to the average heart disease patient. The relevance of the story is also limited by the predicted high cost of a drug like this (at least $10,000/year according to some analysts), an important bit of context the story leaves out. Readers also aren’t told that Amgen funded the trial and the researchers were employees or receive money from Amgen for consulting and other services.",fake,189,6,0,195
story_reviews_00795,"New Drug May Help Those Who Can’t Take Statins

This story about an experimental treatment to lower LDL cholesterol (like a

Is it true that an experimental treatment to lower LDL cholesterol “may help” patients who can’t tolerate standard statin treatment? That’s what this story reports. But the fact is that no one knows, because this trial and others other similar tests have measured only how the drug affects blood test results in the short term, not whether there are any real health benefits in the long run. Also, readers also aren’t told that Amgen funded and led the trial and the researchers receive money from Amgen for consulting and other services.",fake,49,4,0,53
story_reviews_00796,"Doctors debate value of ‘fringe’ heart treatment

AP’s story included a few good details that were missing from the competing

This AP story gave us many of the same reasons that USA Today cited for not trusting the results of this study. But there were a few more enlightening touches, including the fact that a number of the study investigators were convicted felons, and that dropouts were disproportionately concentrated in placebo group–a result that raises questions about the blinding of the study and whether patients knew what kinds of treatment they were getting.",real,312,5,0,317
story_reviews_00797,"Researchers raise concerns over chelation heart study

This story reports on a troubled NIH-funded study of chelation therapy.  The cited experts are extremely strong in their statements that this not be adopted into clinical practice. The

There’s no question that this story looked thoroughly at the evidence being presented. The story makes many legitimate points about limitations in the study and why it should be interpreted very cautiously. Even if some may feel that the story skirts the line, we’ll gladly choose this story’s aggressive posture over the credulous “shovelware” that often passes for health journalism these days.",real,50,39,5,94
story_reviews_00798,"Early Autism Treatment Benefits Kids’ Brains

Overly enthusiastic story skirts most of the relevant details to present a small study on an autism approach in fairly glowing terms.

The lead had us hooked. We kept reading for the evidence, but we couldn’t find any. There was no quantification of the benefits. No mention of potential harms. No discussion of costs. No analysis of the size of the study or its limitations. In nearly every one of our criteria, the story fell short.
This was a very disappointing article.  There is the assertion that the intervention works (and some evidence given for effects on brain function via changes in EEG) but not enough information to know what was done, how many patients, how long they were treated, the effects on behavior, etc.",fake,90,6,1,97
story_reviews_00799,"The Berry Essence of Fat Burning?

Maintaining an objective tone, this WSJ piece managed to communicate the silliness of claims being made about raspberry ketone supplements.

Turning to three different experts in the areas of weight loss counseling, natural remedies, and obesity research, this story brought home the point that there is virtually no evidence to support the use of raspberry ketones for weight loss. Even the hypothetical explanation of how these supplements might work doesn’t seem to make much sense.",real,225,6,1,232
story_reviews_00800,"You are getting cooler: Hypnosis works for hot flashes, study finds

Better than the

This story uses absolute reduction numbers to quantify the benefits of therapeutic hypnosis, which gives a more helpful perspective of the study’s findings. It also does a good job in comparing the various alternatives available for postmenopausal women suffering from hot flashes. However, we yearned for some expert perspective to give context to the numbers.",fake,48,17,0,65
story_reviews_00801,"Hypnosis Halts Hot Flashes for Some Women

This was a story on a small, short-term study, the limitations of which were not defined.

WebMD fell short of the competing LA Times story in reporting on this study.
This story gives a limited perspective on the new trial data that leave the reader thinking it probably works, without drawing the limitations into question.  The single independent comment does not deal with the study’s “science” but rather the need for new and effective treatments.",fake,317,9,1,327
story_reviews_00802,"Israeli medical device offers new Alzheimer’s treatment

6 people in the active arm of the study.  Unpublished data.  Everything comes from the company.  Even investors reading a business story deserve better than this.

You can cover tiny studies like this but you need to do so with caveats, context and discussion of limitations.  Those didn’t appear in this story.",fake,355,47,3,405
story_reviews_00803,"Study: Multivitamins may lower cancer risk in men

Details matter, and this AP story provided more of them than the

In lots of little ways, this AP piece exemplifies the difference between very good and outstanding health reporting. Compared with the solid effort from Reuters, the AP’s take was just a little more thorough in its evaluation of the evidence and its implications for readers. Some examples:
The AP did require about 100 more words to deliver these details, and we realize that space is always a concern. Sometimes it does take a little more space to thoroughly address all of our criteria.",real,871,122,20,1013
story_reviews_00804,"Daily multivitamin shown to help ward off cancer in men

A solid effort, but readers of this Reuters piece may not appreciate just how small the benefits in this study were. The

This story did a good job of delivering the right take-home messages about this study: Basically, that the research should be considered trustworthy, but that the benefits seen were so small as to raise doubts about their importance. The story could have emphasized this point even further by explaining what the 8% reduction in cancer means in absolute terms for participants in the study. It would also have done well to compare multivitamins with other approaches to cancer prevention, such as exercise, a healthy diet, and smoking cessation.
Even on a number of criteria for which we judged this story to be satisfactory (read below), we also point out how the AP story was “more” satisfactory.",fake,343,41,2,386
story_reviews_00805,"Epilepsy Drug Shows Promise as Weight-Loss Aid, Study Says

Read past the headline and a fuller picture of the drug study emerges.

This story could have been helped by more insightful independent perspective, but, overall, readers got a decent explanation of the study’s design, and on the small scale of the benefits, and on the possible side effects.",fake,220,4,0,224
story_reviews_00806,"Options in Treating Incontinence

A journalist just asked us this week, “Is it possible to address your criteria in <200 words?”  Our answer was a clear “yes.”  But it didn’t happen in this 211-word story.

This story covered the bare bones of the study. There was no critical analysis. No independent perspectives. The headline reads, “Options in Treating Incontinence,” but no other options are given, besides the two treatments studied in the trial. In addition, the article uses language, such as “significantly,” without backing up the claim with hard data.
In addition, the headline (and/or first few lines) should make clear that the study involved women only. Incontinence is also a big problem in men.",fake,100,7,1,108
story_reviews_00807,"Measuring Brain Plaques May Yield Clues to Alzheimer’s Risk

Less than 4% of the 1,800+ stories we’ve reviewed were given the lowest 0-star score.  This is, unfortunately, one of them because it failed to address any of our criteria.

This story parrots a news release that itself misstates the conclusions and meaning of the study. It would be almost impossible for readers to learn anything useful from the report.",fake,153,12,0,165
story_reviews_00808,"Cervical cancer vaccine in early stages

This story outperformed the competing coverage by the

In either case, we question the newsworthiness of a Phase I study in 18 women. At least the Philadelphia story had the local angle.  Are we going to start reporting on all Phase i lab results with samples sizes this small?",real,129,26,18,173
story_reviews_00809,"Cervical cancer vaccine shows promise

Local research team, local company, Phase I study in 18 women.  Would this have been covered if it didn’t have local angle? Should that be the basis for news judgment?

From the scientific standpoint of vaccine development, this may be an interesting finding. From the clinical standpoint, it is too premature to be useful. From an editorial judgment standpoint, it also seems premature.",fake,458,170,4,632
story_reviews_00810,"Covidien tools shown effective against PAD

We understand business section stories may take a different approach.  But online readers – which is how we found this story – find this kind of health care news the same way they find all other stories – all lumped together on the web.  So we apply the same standards to these stories as we would to any.

Too much company perspective, accompanied by no independent expert perspective makes this a one-sided story.
Based on the company’s press release, the study was a post marketing, open label study with no comparator arm.  So the device was not compared directly with angioplasty or angioplasty and stent.  According to the principal investigator, the results were comparable to those obtained in other studies using angioplasty and stent.  But, there was no direct comparison made in the study and comparing results from two different studies is speculative at best.  So, while there is an impression made that the Covidien device is “as good” as angioplasty and stent, that impression is not backed up by data.  We are told that there is “no metal left behind” but the importance of that fact is left to the reader’s imagination.
Comparative cost of treatment, comparative harms and long term results are needed to determine if the device is going to live up to expectations.",fake,12,0,0,12
story_reviews_00811,"Tomato Helps Cut the Risk of a Stroke, Study Shows

The score may not show it, but this WSJ report was the weakest of the three competing stories on the same study.

This story went into pretty fine detail on the best food sources of lycopene, an effort that would have been better directed toward critical evaluation of the study methods and findings. Although it did manage to provide readers with the absolute risks seen in the high and low-lycopene groups in this study (something the two competing stories failed to address), this story didn’t mention any of the caveats or limitations that we think should be communicated when reporting on observational studies. It never gets beyond a simplistic message — “tomato helps cut stroke risk” —  that you’d expect from a product press release.",fake,500,438,66,1004
story_reviews_00812,"Tomatoes may help reduce stroke risk

This otherwise well-reported story fell into some of the obvious traps we implore journalists to avoid. It still managed to best the competing coverage from the

This story about lycopene for the prevention of stroke had two glaring problems: It provided relative instead of absolute risk numbers, and had a headline that was more forceful than the underlying evidence can support.
But the rest of the story had a wealth of information that readers should find very helpful, including discussion of confounding factors that might have skewed the results, some very thoughtful expert perspectives, and a warning that no one food or nutrient is responsible for the benefits of a healthy diet.",fake,161,22,6,189
story_reviews_00813,"Tomatoes May Lower Your Risk for Stroke

This WebMD story made a key point that the competing

There was enough effort here to earn a 5-star score: plenty of original reporting and critical evaluation of the study. The deficiencies have to do with how the results were reported–language that wasn’t quite careful or detailed enough to convey the findings accurately.
This story correctly pointed out that association (a link) is not equivalent to causation, but fails to give absolute risk.
And if you’re going to pull a quote from a press release, be transparent about it and let readers know that you didn’t actually talk to the source.",fake,309,17,3,329
story_reviews_00814,"A new course for concussions

An important story on an important topic – kids and concussions.

This engaging article highlights the serious problem of concussions in children and how to treat them. The issue is presented from a mother’s point of view, with input from the treating physician and other experts. The symptoms, treatment, and outcome are all provided, making for a nice story. We offer just a few suggestions for what might have made the story even better.",real,28,8,0,36
